edad,antiguedad_anios,nivel_educacional,area,satisfaccion,renuncia
38,9.8,tecnico,Recursos Humanos,2.0,1
27,6.4,tecnico,TI,4.4,1
50,7.2,tecnico,Recursos Humanos,8.0,1
40,9.8,tecnico,Soporte,4.8,1
36,3.8,tecnico,Soporte,9.8,0
42,8.0,profesional,Soporte,7.6,0
56,4.3,tecnico,Soporte,1.1,0
35,8.7,tecnico,TI,8.9,0
25,1.8,profesional,Recursos Humanos,1.9,1
27,9.5,postgrado,Ventas,2.3,1
44,2.2,tecnico,Soporte,7.6,0
37,3.3,tecnico,Soporte,8.8,1
44,7.6,profesional,Recursos Humanos,5.8,0
31,3.9,postgrado,Ventas,3.6,1
34,6.1,profesional,Soporte,4.2,0
45,4.4,profesional,Ventas,4.1,1
60,7.4,tecnico,Soporte,3.9,0
45,2.3,profesional,TI,3.2,0
51,0.6,tecnico,TI,6.5,0
29,3.0,profesional,Ventas,9.1,0
35,4.7,profesional,Recursos Humanos,3.8,0
26,1.7,postgrado,Recursos Humanos,2.7,1
36,3.5,tecnico,TI,8.5,0
42,4.0,tecnico,Recursos Humanos,7.7,0
45,0.6,profesional,Recursos Humanos,9.4,1
40,5.8,profesional,Recursos Humanos,2.5,0
41,8.8,profesional,Ventas,2.3,1
26,1.5,tecnico,Ventas,5.9,1
33,6.0,tecnico,Recursos Humanos,6.5,0
34,6.6,profesional,TI,5.3,0
26,4.2,tecnico,Recursos Humanos,6.4,0
28,7.0,postgrado,Soporte,2.6,0
27,4.1,profesional,TI,5.3,0
42,5.0,profesional,Ventas,6.9,1
48,0.1,profesional,Soporte,4.9,1
37,6.9,profesional,Recursos Humanos,7.1,0
50,6.6,tecnico,Recursos Humanos,5.1,0
49,0.4,postgrado,TI,4.0,1
58,3.7,tecnico,TI,3.7,1
54,9.8,profesional,Recursos Humanos,4.7,1
37,4.2,tecnico,Recursos Humanos,1.2,0
58,5.0,profesional,TI,7.0,0
36,9.1,tecnico,Soporte,8.6,0
33,7.2,tecnico,Ventas,4.2,1
50,5.8,postgrado,TI,1.4,0
43,8.0,tecnico,Soporte,9.9,0
54,8.6,profesional,Recursos Humanos,3.4,0
53,4.6,postgrado,Ventas,2.1,1
22,4.8,tecnico,Soporte,4.3,0
56,3.9,profesional,Ventas,7.6,1
59,9.7,tecnico,Ventas,3.6,0
45,7.0,tecnico,Ventas,6.2,1
42,0.8,profesional,Soporte,4.7,0
58,8.6,postgrado,Soporte,2.1,1
34,4.8,tecnico,Recursos Humanos,4.0,1
23,0.7,profesional,Ventas,7.5,0
48,5.5,profesional,TI,6.5,0
41,4.2,postgrado,TI,2.1,0
44,8.8,tecnico,TI,2.5,1
32,2.0,profesional,Soporte,6.8,0
37,8.3,profesional,Recursos Humanos,8.3,0
52,5.6,profesional,Soporte,4.1,1
35,0.5,postgrado,Ventas,6.4,0
21,9.7,postgrado,TI,2.5,1
54,5.1,tecnico,Soporte,3.8,1
53,2.9,profesional,TI,1.2,0
49,4.7,tecnico,Soporte,7.9,0
32,8.6,tecnico,TI,4.6,1
32,3.0,profesional,Ventas,8.3,0
37,1.9,tecnico,TI,7.4,0
51,1.3,profesional,Ventas,8.5,1
51,3.0,postgrado,Ventas,3.6,0
54,7.8,tecnico,Soporte,2.7,0
58,4.7,postgrado,Soporte,9.7,0
48,2.3,profesional,Soporte,7.5,0
48,1.7,profesional,Ventas,8.5,1
35,3.3,postgrado,Recursos Humanos,1.1,0
29,9.4,tecnico,Recursos Humanos,4.2,1
49,3.4,profesional,Ventas,7.7,1
44,9.9,profesional,Ventas,1.7,1
58,4.9,tecnico,Soporte,6.1,0
39,1.8,postgrado,Soporte,4.9,1
24,8.9,postgrado,Soporte,1.2,0
20,4.6,tecnico,Recursos Humanos,3.1,0
49,7.1,tecnico,Recursos Humanos,3.6,0
22,9.8,profesional,Ventas,2.0,1
33,0.5,tecnico,Recursos Humanos,6.7,1
49,1.0,profesional,Soporte,3.2,1
23,7.2,tecnico,Soporte,3.5,1
37,2.8,profesional,Soporte,9.1,0
56,1.8,tecnico,Soporte,5.2,1
44,0.4,tecnico,Soporte,4.5,1
20,0.2,profesional,TI,7.5,0
34,7.7,profesional,Ventas,9.2,1
28,1.3,postgrado,Ventas,1.2,1
34,4.7,postgrado,Recursos Humanos,5.0,0
43,6.1,tecnico,Soporte,6.5,0
23,4.3,tecnico,TI,3.9,1
31,0.3,postgrado,Soporte,8.0,0
56,7.8,postgrado,Soporte,9.7,0
56,0.1,postgrado,Recursos Humanos,9.5,1
25,7.6,tecnico,TI,3.4,1
58,8.9,postgrado,TI,3.0,1
43,4.3,tecnico,Ventas,9.6,1
30,5.4,profesional,Soporte,5.1,0
32,4.8,postgrado,TI,2.9,0
53,3.9,tecnico,Ventas,7.4,0
44,8.9,postgrado,TI,3.6,0
26,8.9,tecnico,Soporte,3.4,1
23,3.4,postgrado,Ventas,8.9,0
27,6.2,tecnico,TI,2.5,0
39,9.3,postgrado,Recursos Humanos,1.6,0
48,9.6,tecnico,TI,3.4,0
29,5.1,profesional,Soporte,6.5,0
53,4.5,profesional,Recursos Humanos,2.1,1
45,2.8,profesional,TI,5.2,0
60,9.6,tecnico,TI,6.6,0
22,1.4,profesional,Ventas,8.6,1
25,5.8,tecnico,Soporte,3.1,1
24,2.8,profesional,TI,8.4,0
24,2.8,tecnico,TI,3.1,1
42,4.0,postgrado,TI,7.1,0
28,10.0,tecnico,Soporte,4.9,1
54,0.5,tecnico,Recursos Humanos,2.0,1
39,5.8,tecnico,Soporte,7.4,1
54,0.8,profesional,Ventas,3.0,1
37,1.5,tecnico,Ventas,2.6,1
36,4.4,profesional,Soporte,4.2,0
43,5.1,postgrado,TI,6.9,0
22,2.6,profesional,TI,3.1,1
51,3.2,profesional,Recursos Humanos,2.7,0
54,0.9,tecnico,Soporte,1.1,1
57,3.0,profesional,Soporte,5.2,0
32,9.7,tecnico,TI,4.9,0
44,9.4,profesional,Ventas,3.1,0
28,3.3,tecnico,Ventas,1.5,1
23,5.7,profesional,Recursos Humanos,4.9,0
33,9.1,tecnico,Recursos Humanos,8.1,0
56,0.1,postgrado,Ventas,7.4,1
53,8.1,tecnico,Soporte,8.7,1
30,9.5,profesional,Recursos Humanos,1.1,1
60,0.9,tecnico,TI,9.7,1
22,1.6,profesional,Soporte,4.1,0
47,9.6,postgrado,TI,9.9,0
48,5.4,profesional,Recursos Humanos,3.3,0
28,0.1,profesional,Ventas,5.2,0
22,2.6,postgrado,Recursos Humanos,4.2,0
44,4.5,profesional,Ventas,4.2,1
53,6.9,profesional,Soporte,8.6,0
31,7.3,profesional,Recursos Humanos,7.7,0
28,10.0,profesional,Recursos Humanos,9.9,0
34,2.9,tecnico,Recursos Humanos,6.5,0
59,5.4,postgrado,Soporte,5.2,0
44,5.3,profesional,TI,1.8,0
24,4.1,tecnico,TI,10.0,0
30,1.7,profesional,Ventas,6.0,0
53,9.8,tecnico,Recursos Humanos,7.3,0
43,8.5,tecnico,TI,4.7,0
34,5.0,profesional,Soporte,5.9,0
57,6.0,postgrado,Recursos Humanos,9.5,0
27,2.3,postgrado,Ventas,2.5,1
24,5.4,postgrado,TI,3.6,0
45,6.9,postgrado,Soporte,2.4,0
37,5.2,tecnico,Soporte,8.1,0
25,9.9,tecnico,Ventas,1.6,1
56,6.1,postgrado,TI,1.7,1
32,3.7,tecnico,Recursos Humanos,3.7,1
47,7.7,profesional,Soporte,5.6,0
24,1.7,profesional,Ventas,4.7,1
32,3.8,tecnico,Soporte,1.4,0
36,3.5,postgrado,Soporte,9.6,0
59,4.3,profesional,TI,9.6,0
51,7.8,profesional,TI,3.5,1
48,4.8,postgrado,Recursos Humanos,7.6,0
22,7.9,profesional,Soporte,6.2,0
59,5.8,tecnico,Ventas,3.1,1
53,3.4,profesional,Soporte,3.4,1
59,8.1,postgrado,Ventas,5.4,1
46,2.4,profesional,Soporte,4.8,1
32,2.2,profesional,Ventas,3.6,1
52,5.0,profesional,Soporte,8.3,0
25,2.6,tecnico,Soporte,5.3,0
43,0.1,postgrado,Recursos Humanos,6.9,1
38,6.5,postgrado,TI,2.7,1
35,5.1,tecnico,TI,5.8,0
59,4.5,tecnico,Ventas,3.9,1
47,9.7,postgrado,Soporte,5.7,0
52,5.7,postgrado,Soporte,8.0,0
60,8.6,postgrado,TI,7.9,0
32,1.4,postgrado,Ventas,4.2,1
44,5.7,profesional,Recursos Humanos,7.2,0
55,8.7,profesional,Recursos Humanos,9.5,0
46,5.8,profesional,Recursos Humanos,6.6,0
57,7.2,tecnico,Soporte,2.3,1
26,3.7,profesional,Ventas,7.1,0
24,0.9,profesional,TI,1.9,1
50,4.6,profesional,Soporte,8.8,0
42,3.9,profesional,Soporte,5.6,0
29,8.7,profesional,Recursos Humanos,4.5,1
51,2.4,tecnico,Ventas,1.5,1
49,9.7,tecnico,Ventas,4.4,1
58,9.6,tecnico,Recursos Humanos,9.1,1
50,2.5,tecnico,Recursos Humanos,1.2,1
37,3.5,postgrado,Recursos Humanos,5.3,0
55,9.0,tecnico,Soporte,9.4,0
21,9.7,tecnico,Soporte,4.6,0
33,4.4,profesional,Soporte,4.9,1
32,3.2,profesional,TI,6.2,0
48,5.3,tecnico,TI,5.2,0
31,6.9,profesional,Ventas,2.5,1
58,2.7,profesional,Recursos Humanos,1.2,0
21,7.4,tecnico,Recursos Humanos,6.5,0
51,0.5,tecnico,Soporte,9.3,0
32,0.5,postgrado,TI,2.0,1
46,3.9,postgrado,Recursos Humanos,2.9,1
60,3.5,profesional,Ventas,4.3,0
36,3.2,tecnico,Recursos Humanos,8.3,1
59,4.9,profesional,Soporte,3.4,0
50,3.2,profesional,Soporte,8.9,0
53,1.9,tecnico,TI,1.5,0
43,3.1,profesional,Ventas,9.5,1
54,9.7,profesional,Ventas,6.0,0
25,4.1,tecnico,Recursos Humanos,6.9,0
38,4.4,profesional,Ventas,4.3,1
49,5.8,postgrado,Recursos Humanos,8.0,0
26,9.8,tecnico,Recursos Humanos,2.5,0
29,2.4,postgrado,TI,1.4,0
60,6.8,tecnico,Ventas,4.6,1
51,7.2,postgrado,Soporte,8.7,0
53,6.1,tecnico,Recursos Humanos,7.8,0
47,0.9,tecnico,Recursos Humanos,5.7,0
34,6.8,profesional,Recursos Humanos,6.1,0
49,0.6,profesional,Ventas,2.2,1
56,6.0,postgrado,Ventas,8.6,0
48,7.4,tecnico,Ventas,8.1,1
41,2.1,tecnico,Recursos Humanos,6.9,0
23,8.4,profesional,Soporte,5.2,0
39,0.3,profesional,Soporte,9.7,0
51,8.4,tecnico,Ventas,8.9,0
55,4.6,profesional,Soporte,6.8,0
23,2.2,profesional,Recursos Humanos,4.3,0
46,1.3,postgrado,Ventas,6.6,1
36,9.5,postgrado,Ventas,6.2,0
31,0.7,tecnico,Recursos Humanos,4.5,1
41,2.0,profesional,Ventas,3.8,0
36,3.5,tecnico,Recursos Humanos,4.7,1
29,6.2,profesional,Ventas,6.2,0
20,5.4,profesional,Soporte,4.9,0
41,1.3,postgrado,Ventas,3.4,1
45,2.9,profesional,Ventas,7.8,0
37,2.4,postgrado,Ventas,5.8,0
33,2.1,postgrado,TI,1.6,1
48,4.1,postgrado,Soporte,4.3,0
31,7.0,postgrado,Recursos Humanos,9.0,0
55,2.2,profesional,TI,7.8,0
54,3.7,tecnico,Soporte,3.9,0
31,3.9,tecnico,Ventas,9.4,0
26,9.8,tecnico,Ventas,1.7,1
48,9.5,profesional,Recursos Humanos,9.7,0
30,8.0,profesional,Recursos Humanos,3.2,0
52,2.4,profesional,Soporte,1.1,1
25,0.7,postgrado,Soporte,4.9,1
34,3.2,postgrado,Recursos Humanos,4.2,1
51,2.7,tecnico,Soporte,5.9,0
30,5.1,tecnico,Recursos Humanos,8.2,0
42,7.8,profesional,Ventas,8.6,1
45,8.6,tecnico,Recursos Humanos,4.6,1
53,8.4,profesional,TI,4.9,0
53,3.6,profesional,Recursos Humanos,2.3,0
48,6.9,profesional,Recursos Humanos,1.4,0
23,3.1,postgrado,TI,6.8,0
36,0.6,postgrado,TI,1.6,1
54,7.0,tecnico,TI,7.6,0
32,0.1,profesional,TI,5.9,1
60,4.1,profesional,Recursos Humanos,2.8,1
58,3.3,tecnico,Soporte,5.9,0
34,6.9,tecnico,TI,2.6,0
48,7.7,profesional,Ventas,4.9,0
48,3.0,tecnico,Recursos Humanos,8.2,0
30,8.1,tecnico,Soporte,5.2,0
51,2.9,profesional,Ventas,2.3,0
21,4.5,profesional,Recursos Humanos,7.5,0
33,7.3,tecnico,Recursos Humanos,2.7,0
39,6.9,tecnico,Ventas,7.6,0
41,9.9,postgrado,TI,5.3,0
30,2.3,tecnico,TI,5.1,0
46,6.6,postgrado,Ventas,8.7,0
22,6.1,profesional,Soporte,7.4,0
36,9.2,tecnico,TI,1.3,1
47,1.6,tecnico,Recursos Humanos,3.7,1
48,7.5,tecnico,Recursos Humanos,8.8,0
40,5.7,tecnico,Soporte,1.2,0
35,2.7,tecnico,Recursos Humanos,5.9,0
56,4.7,profesional,TI,7.6,0
39,3.3,tecnico,Soporte,6.6,0
25,5.8,profesional,TI,7.8,0
38,8.9,profesional,Soporte,7.5,0
24,5.7,tecnico,Ventas,7.2,1
22,6.3,tecnico,Recursos Humanos,8.4,0
20,5.2,tecnico,Soporte,6.8,0
57,0.5,tecnico,Ventas,4.6,1
34,2.3,profesional,TI,5.2,0
53,4.9,tecnico,Ventas,7.5,0
54,3.1,profesional,TI,8.9,0
44,1.8,profesional,Soporte,3.4,1
43,5.0,profesional,Soporte,4.1,0
31,3.2,profesional,Recursos Humanos,9.4,0
37,2.6,profesional,Recursos Humanos,6.2,0
34,4.6,tecnico,Soporte,2.6,1
35,1.3,tecnico,TI,7.0,1
46,9.3,profesional,TI,9.9,0
27,8.7,tecnico,Soporte,8.4,0
44,7.1,profesional,TI,7.7,0
36,1.1,profesional,Soporte,2.9,1
48,7.8,profesional,Recursos Humanos,8.9,0
27,8.1,profesional,TI,5.7,0
34,7.7,profesional,Recursos Humanos,9.0,0
46,1.1,profesional,Ventas,4.0,1
26,6.4,profesional,Recursos Humanos,1.6,1
22,8.3,profesional,Ventas,5.3,1
48,5.8,profesional,Recursos Humanos,3.4,0
43,6.5,postgrado,Recursos Humanos,7.4,0
22,4.6,profesional,TI,9.6,0
39,5.3,profesional,Recursos Humanos,7.2,0
34,0.3,profesional,Soporte,9.0,1
44,6.4,profesional,TI,5.1,0
49,0.8,tecnico,TI,7.9,1
33,4.4,postgrado,TI,8.6,0
26,2.9,tecnico,Recursos Humanos,7.4,0
36,5.5,profesional,TI,5.6,0
39,1.3,profesional,Ventas,6.6,1
55,6.9,postgrado,Ventas,7.3,0
28,8.0,tecnico,Recursos Humanos,3.3,0
57,1.6,profesional,TI,8.3,0
41,1.0,profesional,Soporte,9.6,1
21,1.5,tecnico,Soporte,5.2,1
43,8.8,tecnico,Ventas,7.3,0
27,5.3,profesional,Recursos Humanos,7.6,0
30,4.7,profesional,Recursos Humanos,7.0,0
32,1.1,tecnico,Recursos Humanos,5.9,1
36,6.5,profesional,Recursos Humanos,8.9,0
27,8.7,profesional,Recursos Humanos,5.0,0
40,8.3,profesional,TI,1.5,1
37,6.3,postgrado,TI,8.6,0
49,0.8,profesional,TI,7.1,0
37,1.1,postgrado,Soporte,8.6,0
50,0.5,postgrado,TI,2.2,1
57,2.6,tecnico,Recursos Humanos,1.3,0
51,1.4,tecnico,Recursos Humanos,9.4,1
30,2.6,profesional,Soporte,2.3,1
44,3.9,profesional,Soporte,8.3,0
52,9.4,profesional,Ventas,8.4,0
57,6.1,profesional,Soporte,7.4,0
60,8.3,profesional,Ventas,2.2,1
27,7.1,profesional,TI,7.0,0
30,1.1,tecnico,Recursos Humanos,9.0,1
41,7.4,postgrado,Ventas,4.8,1
43,2.8,tecnico,Ventas,4.7,1
60,6.4,postgrado,Ventas,5.0,0
36,3.4,tecnico,Soporte,1.7,1
31,10.0,postgrado,Soporte,9.0,0
51,2.6,tecnico,Soporte,8.8,0
34,2.8,tecnico,Ventas,10.0,1
35,9.3,tecnico,TI,6.3,0
41,0.2,profesional,Recursos Humanos,7.8,0
47,7.0,postgrado,Soporte,2.8,0
39,7.3,profesional,TI,7.0,0
52,8.4,postgrado,Soporte,6.8,0
29,9.7,profesional,Soporte,9.1,0
59,9.8,profesional,Ventas,8.5,0
51,0.7,postgrado,Ventas,9.4,1
52,8.2,tecnico,Soporte,8.8,0
21,6.5,tecnico,Recursos Humanos,8.8,0
52,6.5,postgrado,Soporte,1.6,0
52,1.3,postgrado,Recursos Humanos,8.6,1
60,6.5,postgrado,TI,6.5,0
32,9.8,postgrado,Soporte,4.4,0
49,9.1,tecnico,Recursos Humanos,1.5,1
52,4.4,postgrado,TI,7.1,0
32,0.4,profesional,TI,4.0,1
45,3.6,postgrado,Ventas,5.2,1
41,8.3,profesional,TI,7.1,0
58,7.0,profesional,Ventas,9.2,0
21,4.6,profesional,TI,8.4,0
57,0.6,tecnico,TI,5.1,0
58,4.3,tecnico,Recursos Humanos,4.5,0
45,4.7,postgrado,Recursos Humanos,3.2,0
34,9.3,postgrado,Ventas,4.4,0
53,6.4,tecnico,Soporte,2.0,1
59,3.1,profesional,Recursos Humanos,9.7,0
30,5.3,profesional,TI,6.2,0
22,0.7,profesional,Ventas,2.2,1
25,9.7,tecnico,Ventas,4.2,0
28,3.6,postgrado,Ventas,5.9,0
25,4.8,profesional,TI,5.8,0
28,3.6,profesional,Recursos Humanos,1.3,0
58,6.8,profesional,Soporte,9.6,0
50,6.6,tecnico,Ventas,3.5,1
51,7.2,profesional,TI,1.1,0
60,2.7,tecnico,Recursos Humanos,1.7,1
31,3.2,tecnico,Recursos Humanos,6.2,0
27,1.3,profesional,Soporte,2.2,0
27,6.6,postgrado,Ventas,1.4,1
47,0.4,profesional,TI,4.4,1
39,6.0,tecnico,Recursos Humanos,6.6,0
26,8.7,profesional,TI,2.0,1
30,8.9,postgrado,Recursos Humanos,3.8,1
39,4.5,profesional,Ventas,4.8,0
35,4.6,postgrado,Ventas,2.4,1
23,0.8,profesional,Soporte,5.6,0
25,6.7,profesional,Recursos Humanos,1.8,0
41,8.2,tecnico,TI,1.4,1
45,2.4,tecnico,Recursos Humanos,5.7,0
22,4.2,tecnico,TI,3.2,1
60,8.4,profesional,Soporte,1.9,0
33,8.8,postgrado,Recursos Humanos,4.8,0
30,2.4,postgrado,Ventas,9.2,0
37,5.5,tecnico,TI,7.5,0
31,1.9,tecnico,Ventas,8.3,1
42,1.0,tecnico,Soporte,8.8,1
31,9.1,tecnico,Soporte,9.8,0
32,8.2,profesional,TI,7.9,0
44,7.6,postgrado,Recursos Humanos,6.5,0
38,0.5,postgrado,Ventas,4.3,1
55,8.4,profesional,Ventas,2.6,1
27,4.4,postgrado,TI,7.2,0
48,3.4,profesional,TI,10.0,0
51,5.5,tecnico,TI,5.2,0
37,0.9,profesional,Soporte,7.5,1
25,7.6,profesional,Soporte,5.5,0
37,5.8,profesional,Ventas,4.9,1
38,1.9,tecnico,Recursos Humanos,4.7,1
41,1.9,tecnico,TI,5.5,0
56,1.8,tecnico,Soporte,4.3,0
51,0.6,postgrado,Recursos Humanos,7.7,0
60,5.9,profesional,TI,8.9,0
22,8.4,profesional,Recursos Humanos,8.9,0
47,0.2,profesional,TI,3.0,1
29,0.5,tecnico,Recursos Humanos,9.1,1
54,5.7,profesional,Ventas,4.1,1
48,8.2,postgrado,TI,3.8,0
34,3.3,profesional,TI,7.5,0
52,3.5,postgrado,Ventas,3.7,0
26,6.0,tecnico,TI,1.5,1
31,2.7,tecnico,TI,4.4,1
49,0.3,postgrado,Soporte,7.5,0
40,7.4,postgrado,Ventas,3.9,1
50,6.3,postgrado,Soporte,6.7,0
43,5.8,profesional,Ventas,6.9,0
39,7.4,postgrado,Recursos Humanos,7.6,0
56,6.8,postgrado,Ventas,9.1,0
23,2.1,postgrado,Ventas,4.9,1
47,3.5,profesional,Soporte,2.5,0
39,1.3,tecnico,TI,3.9,1
43,1.3,postgrado,Ventas,4.9,1
51,6.8,profesional,TI,7.4,0
60,8.6,profesional,Ventas,1.1,1
55,9.6,profesional,Soporte,3.8,0
53,6.3,profesional,Ventas,8.0,0
55,1.8,profesional,Recursos Humanos,7.0,1
21,1.1,tecnico,Ventas,7.6,1
34,8.1,postgrado,Ventas,8.3,1
53,5.8,profesional,TI,8.0,0
55,6.2,profesional,TI,7.1,0
25,7.8,tecnico,Recursos Humanos,5.0,1
58,7.0,tecnico,Ventas,9.9,1
31,8.3,tecnico,TI,6.1,0
22,0.6,profesional,Ventas,2.8,1
37,7.5,tecnico,Soporte,3.6,1
59,8.5,postgrado,Soporte,7.2,0
40,2.9,tecnico,Recursos Humanos,9.3,0
34,6.4,tecnico,Soporte,2.6,1
52,3.1,tecnico,TI,1.7,1
54,9.6,tecnico,TI,8.9,0
45,0.3,profesional,Recursos Humanos,9.2,0
27,5.8,postgrado,Ventas,3.5,1
55,1.7,profesional,TI,4.4,1
49,7.1,tecnico,Soporte,6.9,0
42,1.8,tecnico,TI,4.0,1
33,2.4,profesional,Recursos Humanos,8.9,0
33,4.9,postgrado,Soporte,2.0,0
21,9.1,tecnico,Soporte,1.3,0
56,2.1,profesional,Soporte,2.9,0
24,1.4,profesional,Recursos Humanos,3.6,1
57,7.6,tecnico,Recursos Humanos,2.0,1
60,5.0,profesional,Ventas,1.6,0
33,9.1,tecnico,Ventas,7.8,0
58,1.5,profesional,Ventas,2.5,1
44,6.5,tecnico,Recursos Humanos,9.2,0
39,2.3,profesional,Soporte,4.3,1
21,1.6,tecnico,Soporte,7.0,0
58,6.8,postgrado,TI,3.0,0
25,5.9,tecnico,Ventas,3.2,1
36,7.5,postgrado,Soporte,6.2,0
44,3.1,postgrado,Soporte,6.0,0
47,4.5,postgrado,Soporte,7.9,0
21,4.1,profesional,Soporte,7.8,0
54,9.8,profesional,Recursos Humanos,7.0,0
56,2.9,tecnico,Ventas,5.0,0
24,2.9,tecnico,Soporte,9.0,0
20,3.5,profesional,Soporte,6.6,0
59,5.6,tecnico,Soporte,9.9,1
31,2.5,postgrado,Soporte,8.4,0
55,9.2,tecnico,TI,1.4,1
42,2.7,profesional,Soporte,3.9,1
50,9.0,profesional,Soporte,6.1,0
30,1.0,profesional,Soporte,7.5,1
29,6.6,profesional,TI,6.0,0
22,9.1,tecnico,Recursos Humanos,8.1,0
33,1.7,profesional,TI,3.5,1
35,9.7,tecnico,Soporte,2.7,0
29,4.5,postgrado,Recursos Humanos,1.5,0
48,9.5,profesional,Soporte,6.2,0
29,6.8,postgrado,Recursos Humanos,7.2,0
31,3.0,tecnico,Soporte,3.9,0
49,1.9,tecnico,Soporte,6.5,1
60,3.0,tecnico,Recursos Humanos,1.5,0
20,0.9,tecnico,Recursos Humanos,1.9,1
24,1.4,tecnico,Soporte,7.3,1
39,1.0,profesional,TI,4.3,1
27,4.2,tecnico,TI,7.0,0
31,8.0,profesional,TI,8.5,0
20,1.4,postgrado,TI,8.7,0
39,1.3,profesional,Recursos Humanos,2.5,1
47,6.4,tecnico,Recursos Humanos,5.4,1
56,2.0,tecnico,TI,7.6,0
56,1.0,profesional,Ventas,8.0,1
31,1.7,tecnico,Ventas,8.1,1
56,9.2,profesional,Ventas,3.1,1
47,8.2,tecnico,Soporte,2.7,1
34,3.5,postgrado,TI,6.3,0
25,6.6,profesional,Soporte,7.7,0
39,5.4,profesional,Recursos Humanos,3.9,0
33,6.8,tecnico,Recursos Humanos,1.9,1
21,6.8,tecnico,Ventas,7.5,0
28,6.3,profesional,Ventas,3.7,1
56,2.7,profesional,Recursos Humanos,2.5,1
39,0.4,tecnico,Ventas,2.3,1
45,4.6,tecnico,Ventas,3.8,1
48,8.9,tecnico,Recursos Humanos,6.3,0
20,5.7,profesional,Soporte,4.2,0
54,8.3,tecnico,Ventas,1.2,1
25,9.9,profesional,Soporte,1.9,1
56,1.6,profesional,Ventas,3.6,1
24,6.9,profesional,TI,6.9,0
52,6.7,postgrado,Soporte,1.9,0
33,9.8,postgrado,Soporte,6.0,0
31,9.9,profesional,Ventas,2.1,0
39,6.9,tecnico,Soporte,2.9,0
43,2.4,profesional,TI,2.5,1
53,8.0,profesional,Recursos Humanos,1.6,0
44,1.1,profesional,TI,7.0,1
48,7.8,profesional,Recursos Humanos,5.2,0
58,9.1,tecnico,TI,8.5,0
50,3.8,profesional,TI,1.9,1
42,6.3,tecnico,Soporte,2.3,0
57,4.3,profesional,TI,3.8,0
39,4.4,tecnico,Ventas,7.9,0
42,3.1,profesional,Ventas,3.8,1
35,7.6,tecnico,Ventas,4.7,0
27,9.4,profesional,Ventas,3.7,1
40,9.4,profesional,Soporte,1.7,0
20,1.7,tecnico,Ventas,9.5,1
27,8.7,profesional,TI,5.9,0
48,7.4,profesional,Ventas,8.1,0
51,2.5,profesional,Soporte,6.9,0
57,0.7,tecnico,Recursos Humanos,5.6,0
24,2.7,profesional,TI,1.8,0
41,9.1,profesional,TI,6.8,0
53,6.3,profesional,Soporte,2.4,0
20,7.2,profesional,Recursos Humanos,4.7,0
45,2.6,profesional,Ventas,6.7,0
29,7.2,tecnico,Recursos Humanos,8.0,0
49,0.3,tecnico,TI,7.2,0
37,3.8,tecnico,TI,7.0,0
36,6.3,tecnico,TI,2.3,0
45,1.5,profesional,Recursos Humanos,4.1,0
27,8.2,profesional,Ventas,1.4,1
59,2.4,tecnico,TI,7.5,0
31,6.5,postgrado,Soporte,9.6,0
46,4.1,profesional,Ventas,3.4,1
27,6.0,postgrado,TI,1.8,1
44,1.1,profesional,Ventas,5.3,1
23,0.2,profesional,Soporte,8.7,1
52,9.1,tecnico,Recursos Humanos,6.0,0
20,2.7,tecnico,TI,1.4,0
38,8.2,tecnico,Soporte,9.8,0
50,10.0,profesional,TI,8.5,0
35,2.1,tecnico,TI,2.2,0
33,2.7,profesional,Recursos Humanos,9.3,0
24,6.6,tecnico,Recursos Humanos,5.1,0
60,9.7,postgrado,Ventas,4.3,1
45,9.2,tecnico,Soporte,5.1,0
47,5.0,tecnico,Soporte,8.5,1
21,8.0,tecnico,Recursos Humanos,6.9,0
25,1.4,profesional,TI,1.5,1
28,9.8,tecnico,Ventas,9.6,0
52,9.6,profesional,Recursos Humanos,2.3,0
60,1.6,tecnico,Ventas,7.7,1
44,3.0,tecnico,Ventas,6.7,0
32,1.0,postgrado,Soporte,2.7,1
28,2.7,tecnico,Ventas,2.5,1
32,8.2,postgrado,Soporte,8.8,0
50,3.8,postgrado,TI,4.8,1
60,0.9,tecnico,TI,6.9,0
30,3.4,tecnico,Recursos Humanos,5.5,1
23,9.8,tecnico,TI,7.5,0
53,6.3,profesional,Soporte,5.3,0
57,4.2,profesional,Ventas,3.6,1
23,1.7,profesional,Ventas,4.3,1
57,9.9,profesional,TI,8.7,0
38,8.2,tecnico,Soporte,5.2,0
25,2.8,postgrado,Ventas,2.9,1
53,0.7,profesional,TI,9.4,0
37,0.6,profesional,Soporte,8.2,1
32,1.2,postgrado,Soporte,1.5,1
60,5.8,profesional,Ventas,10.0,0
42,9.3,tecnico,Recursos Humanos,7.3,0
38,5.0,profesional,Recursos Humanos,2.4,0
30,8.4,profesional,Soporte,3.1,1
20,4.5,tecnico,Soporte,7.2,0
43,7.1,postgrado,TI,8.0,0
26,7.3,tecnico,Soporte,3.2,1
44,1.7,profesional,TI,3.3,1
40,3.6,profesional,TI,3.8,0
34,6.4,tecnico,TI,6.4,0
20,0.7,postgrado,Soporte,2.5,1
31,3.6,postgrado,Soporte,1.9,1
26,5.3,profesional,TI,7.1,0
34,10.0,tecnico,Ventas,8.0,0
40,4.7,tecnico,Soporte,5.5,0
38,8.2,tecnico,Recursos Humanos,4.3,1
48,4.3,tecnico,Ventas,4.9,1
